"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 16 01:55:41 IST 2022","Wed Nov 16 01:56:02 IST 2022","20934","","Playbook Test Light theme","","Playbook Test Light theme","Verify the column names of Published Playbooks table are in uppercase-Light","Verify the column names of Published Playbooks table are in uppercase-Light",""
"passed","Mon Nov 14 18:44:45 IST 2022","Mon Nov 14 18:45:26 IST 2022","41287","","Incident Test Light theme","","Incident Test Light theme","Verify that clicking on a colored circle inside the timeline graph increases the circle size and opens right panel in Incident Timeline view-Light","Verify that clicking on a colored circle inside the timeline graph increases the circle size and opens right panel in Incident Timeline view-Light",""
"passed","Mon Nov 14 17:53:47 IST 2022","Mon Nov 14 17:54:44 IST 2022","56739","","Incident Test Light theme","","Incident Test Light theme","Verify that a success toast notification is shown after selected base alert(s) are associated to an incident using Select Incident modal-Light","Verify that a success toast notification is shown after selected base alert(s) are associated to an incident using Select Incident modal-Light",""
"passed","Mon Nov 14 17:53:22 IST 2022","Mon Nov 14 17:53:47 IST 2022","25359","","Incident Test Light theme","","Incident Test Light theme","Verify that a success toast notification is shown after selected alert is associated with a newly created incident-Light","Verify that a success toast notification is shown after selected alert is associated with a newly created incident-Light",""
"passed","Wed Nov 16 02:21:17 IST 2022","Wed Nov 16 02:21:40 IST 2022","23104","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on Close icon on Work not saved modal keeps User on Edit Playbook form (Draft) when editing playbook-Light","Verify that clicking on Close icon on Work not saved modal keeps User on Edit Playbook form (Draft) when editing playbook-Light",""
"passed","Tue Nov 15 13:17:48 IST 2022","Tue Nov 15 13:18:34 IST 2022","45790","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Alert Summary right panel shows two enabled buttons 'Associate to Incident' and 'Create New Incident' at the bottom-Dark","Verify that Alert Summary right panel shows two enabled buttons 'Associate to Incident' and 'Create New Incident' at the bottom-Dark",""
"passed","Sat Nov 12 19:44:36 IST 2022","Sat Nov 12 19:44:53 IST 2022","17421","","SLA Test Dark theme","","SLA Test Dark theme","Verify that user is able to save/update Default SLA table without any changes or edits-Dark","Verify that user is able to save/update Default SLA table without any changes or edits-Dark",""
"passed","Wed Nov 16 12:42:17 IST 2022","Wed Nov 16 12:44:04 IST 2022","107312","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify a success toast notification is shown after a playbook has been published using 'Publish Playbook' button-Dark","Verify a success toast notification is shown after a playbook has been published using 'Publish Playbook' button-Dark",""
"passed","Mon Nov 14 18:11:42 IST 2022","Mon Nov 14 18:12:22 IST 2022","39967","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to filter incidents list by different combinations of incidents filters-Light","Verify that user is able to filter incidents list by different combinations of incidents filters-Light",""
"passed","Tue Nov 15 14:10:45 IST 2022","Tue Nov 15 14:11:28 IST 2022","42177","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to update Status from Incident summary right panel using Incident Status modal-Dark","Verify that user is able to update Status from Incident summary right panel using Incident Status modal-Dark",""
"passed","Wed Nov 16 02:12:25 IST 2022","Wed Nov 16 02:12:57 IST 2022","32193","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to save playbook with No triggers selected-Light","Verify that User is able to save playbook with No triggers selected-Light",""
"passed","Mon Nov 14 17:59:17 IST 2022","Mon Nov 14 17:59:47 IST 2022","30222","","Incident Test Light theme","","Incident Test Light theme","Verify that Incidents Add Filter modal shows two tabs Add Filter and Saved Filter-Light","Verify that Incidents Add Filter modal shows two tabs Add Filter and Saved Filter-Light",""
"passed","Wed Nov 16 12:57:55 IST 2022","Wed Nov 16 13:00:32 IST 2022","157199","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify the saved created flow for Dragged and filled block with connection lines in Playbook Editor page is as expected-Dark","Verify the saved created flow for Dragged and filled block with connection lines in Playbook Editor page is as expected-Dark",""
"passed","Wed Nov 16 12:39:48 IST 2022","Wed Nov 16 12:40:26 IST 2022","38782","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to check the 'Pre-processing' checkbox in Decision Block right panel-Dark","Verify that user is able to check the 'Pre-processing' checkbox in Decision Block right panel-Dark",""
"passed","Wed Nov 16 11:17:16 IST 2022","Wed Nov 16 11:18:06 IST 2022","50298","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that From Date and To Date calendar is shown for Created On and Updated On AVAILABLE FILTERS in Add Filter window-Dark","Verify that From Date and To Date calendar is shown for Created On and Updated On AVAILABLE FILTERS in Add Filter window-Dark",""
"passed","Mon Nov 14 18:54:49 IST 2022","Mon Nov 14 18:57:03 IST 2022","134159","","Incident Test Light theme","","Incident Test Light theme","Verify that counts of Critical, High, Medium, Low severity incidents shown on top of table matches with number of rows in table for each severity-Light","Verify that counts of Critical, High, Medium, Low severity incidents shown on top of table matches with number of rows in table for each severity-Light",""
"passed","Wed Nov 16 12:54:29 IST 2022","Wed Nov 16 12:56:04 IST 2022","95900","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify the saved created flow for Dragged & connected blocks in Playbook Editor page is as expected-Dark","Verify the saved created flow for Dragged & connected blocks in Playbook Editor page is as expected-Dark",""
"passed","Mon Nov 14 17:55:34 IST 2022","Mon Nov 14 17:56:52 IST 2022","78631","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to update Severity of Base Alert with Reason for change from Base Alert summary right panel-Light","Verify that user is able to update Severity of Base Alert with Reason for change from Base Alert summary right panel-Light",""
"passed","Sat Nov 12 19:42:40 IST 2022","Sat Nov 12 19:42:53 IST 2022","13478","","SLA Test Dark theme","","SLA Test Dark theme","Verify that Edit and Delete icon is visible for added SLA panel for Incident Type in SLA Configuration tab-Dark","Verify that Edit and Delete icon is visible for added SLA panel for Incident Type in SLA Configuration tab-Dark",""
"failed","Wed Nov 16 13:01:48 IST 2022","Wed Nov 16 13:02:49 IST 2022","61094","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that playbook list gets filtered with different combinations of TAGS filter-Dark","Verify that playbook list gets filtered with different combinations of TAGS filter-Dark",""
"passed","Tue Nov 15 13:39:59 IST 2022","Tue Nov 15 13:40:42 IST 2022","42948","","Incident Test Dark theme","","Incident Test Dark theme","Verify that User is able to search and apply quick filters in Base Alerts tab-Dark","Verify that User is able to search and apply quick filters in Base Alerts tab-Dark",""
"passed","Sat Nov 12 19:54:00 IST 2022","Sat Nov 12 19:54:11 IST 2022","11211","","Dashboard Test Light theme-SOC Manager","","Dashboard Test Light theme-SOC Manager","Verify SOC Manager  is able to view the count of 'Total Incidents' on top right of the 'Top incidents' widget on SOC Manager Dashboard Page.-Light","Verify SOC Manager  is able to view the count of 'Total Incidents' on top right of the 'Top incidents' widget on SOC Manager Dashboard Page.-Light",""
"passed","Wed Nov 16 02:08:09 IST 2022","Wed Nov 16 02:08:34 IST 2022","25317","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to click and select an available parameters in Create Playbook form-Light","Verify that User is able to click and select an available parameters in Create Playbook form-Light",""
"skipped","Wed Nov 16 01:54:20 IST 2022","Wed Nov 16 01:54:20 IST 2022","1","","Playbook Test Light theme","","Playbook Test Light theme","Verify scroll up and down using up and down arrow key in Draft Playbooks list-Light","Verify scroll up and down using up and down arrow key in Draft Playbooks list-Light",""
"passed","Wed Nov 16 11:20:07 IST 2022","Wed Nov 16 11:21:06 IST 2022","59023","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that all the applied filters are removed from Playbook list view when refreshing browser after applying filters-Dark","Verify that all the applied filters are removed from Playbook list view when refreshing browser after applying filters-Dark",""
"passed","Wed Nov 16 11:24:46 IST 2022","Wed Nov 16 11:25:46 IST 2022","59234","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to add and apply more than one filter in Playbooks-Dark","Verify that user is able to add and apply more than one filter in Playbooks-Dark",""
"passed","Wed Nov 16 02:10:21 IST 2022","Wed Nov 16 02:10:42 IST 2022","20872","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on Back arrow in breadcrumbs of Create Playbook form shows 'Work not saved' modal-Light","Verify that clicking on Back arrow in breadcrumbs of Create Playbook form shows 'Work not saved' modal-Light",""
"passed","Tue Nov 15 13:01:24 IST 2022","Tue Nov 15 13:02:03 IST 2022","38640","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Base Alerts list table has 5 columns with expected column names in expected order-Dark","Verify that Base Alerts list table has 5 columns with expected column names in expected order-Dark",""
"passed","Mon Nov 14 17:28:37 IST 2022","Mon Nov 14 17:28:50 IST 2022","12929","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to see two tabs 'Incidents' and 'Base Alerts' when on Incidents page-Light","Verify that user is able to see two tabs 'Incidents' and 'Base Alerts' when on Incidents page-Light",""
"passed","Wed Nov 16 02:25:35 IST 2022","Wed Nov 16 02:26:05 IST 2022","30259","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to search and apply quick filters in Published Playbooks-Light","Verify that User is able to search and apply quick filters in Published Playbooks-Light",""
"passed","Mon Nov 14 18:46:03 IST 2022","Mon Nov 14 18:46:33 IST 2022","30657","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to click, hold and move the rectangle slider box to left and right on the x-axis in timeline graph in Incident Timeline view-Light","Verify that user is able to click, hold and move the rectangle slider box to left and right on the x-axis in timeline graph in Incident Timeline view-Light",""
"passed","Wed Nov 16 03:14:29 IST 2022","Wed Nov 16 03:15:36 IST 2022","67518","","Playbook Test Light theme","","Playbook Test Light theme","Verify that given filter name by user is reflected on main canvas area on filter block after addition-Light","Verify that given filter name by user is reflected on main canvas area on filter block after addition-Light",""
"passed","Sat Nov 12 19:53:49 IST 2022","Sat Nov 12 19:54:00 IST 2022","11207","","Dashboard Test Light theme-SOC Manager","","Dashboard Test Light theme-SOC Manager","Verify SOC Manager user is able to select severity levels, after clicking on 'Severity' Dropdown on 'Incident Assignment' widget of SOC Manager Dashboard Page.-Light","Verify SOC Manager user is able to select severity levels, after clicking on 'Severity' Dropdown on 'Incident Assignment' widget of SOC Manager Dashboard Page.-Light",""
"passed","Wed Nov 16 11:22:03 IST 2022","Wed Nov 16 11:23:11 IST 2022","67386","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User should be able to add one filter through search and another filter through AVAILABLE FILTERS section-Dark","Verify that User should be able to add one filter through search and another filter through AVAILABLE FILTERS section-Dark",""
"passed","Wed Nov 16 10:26:13 IST 2022","Wed Nov 16 10:26:46 IST 2022","32667","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User should be able to see Playbooks count on top of the table in Published Playbooks tab-Dark","Verify User should be able to see Playbooks count on top of the table in Published Playbooks tab-Dark",""
"passed","Wed Nov 16 03:33:18 IST 2022","Wed Nov 16 03:34:05 IST 2022","46307","","Playbook Test Light theme","","Playbook Test Light theme","Verify that user is able to delete Decision block from its right panel before filling the decision right panel-Light","Verify that user is able to delete Decision block from its right panel before filling the decision right panel-Light",""
"passed","Tue Nov 15 14:54:35 IST 2022","Tue Nov 15 14:55:39 IST 2022","64087","","Incident Test Dark theme","","Incident Test Dark theme","Verify that clicking on cross icon (close) and Cancel in Combine Incident modal, closes the modal-Dark","Verify that clicking on cross icon (close) and Cancel in Combine Incident modal, closes the modal-Dark",""
"passed","Wed Nov 16 10:25:49 IST 2022","Wed Nov 16 10:26:02 IST 2022","12047","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User is able to see two tabs Published Playbooks and Draft Playbooks in header-Dark","Verify User is able to see two tabs Published Playbooks and Draft Playbooks in header-Dark",""
"passed","Tue Nov 15 13:31:21 IST 2022","Tue Nov 15 13:31:44 IST 2022","22672","","Incident Test Dark theme","","Incident Test Dark theme","Verify the filtering of incidents list in list view is as expected when selecting individual quick filter or combination of quick filters-Dark","Verify the filtering of incidents list in list view is as expected when selecting individual quick filter or combination of quick filters-Dark",""
"passed","Tue Nov 15 13:28:02 IST 2022","Tue Nov 15 13:28:33 IST 2022","30638","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Incident Summary right panel, clicking on a Playbook Actions button and then clicking Playbook's Run Playbook play icon opens Playbook Action modal-Dark","Verify that in Incident Summary right panel, clicking on a Playbook Actions button and then clicking Playbook's Run Playbook play icon opens Playbook Action modal-Dark",""
"passed","Sat Nov 12 19:55:52 IST 2022","Sat Nov 12 19:56:01 IST 2022","9146","","Dashboard Test Light theme-SOC Manager","","Dashboard Test Light theme-SOC Manager","Verify SOC Manager is able to view timeframe breakpoints on 'ROI' widget of SOC Manager Dashboard Page.-Light","Verify SOC Manager is able to view timeframe breakpoints on 'ROI' widget of SOC Manager Dashboard Page.-Light",""
"passed","Wed Nov 16 10:17:09 IST 2022","Wed Nov 16 10:18:02 IST 2022","52335","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User is able to select/deselect checkbox before PLAYBOOK NAME column to select/deselect all rows in Published Playbooks tab-Dark","Verify User is able to select/deselect checkbox before PLAYBOOK NAME column to select/deselect all rows in Published Playbooks tab-Dark",""
"passed","Wed Nov 16 10:42:45 IST 2022","Wed Nov 16 10:43:07 IST 2022","22313","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on 'Playbooks' in breadcrumbs of Create Playbook form shows 'Work not saved' modal-Dark","Verify that clicking on 'Playbooks' in breadcrumbs of Create Playbook form shows 'Work not saved' modal-Dark",""
"passed","Mon Nov 14 19:13:54 IST 2022","Mon Nov 14 19:14:54 IST 2022","59758","","Incident Test Light theme","","Incident Test Light theme","Verify that in User Correlation view, 'Key Attributes' count is shown in brackets above Key Attributes table-Light","Verify that in User Correlation view, 'Key Attributes' count is shown in brackets above Key Attributes table-Light",""
"passed","Tue Nov 15 13:38:00 IST 2022","Tue Nov 15 13:38:55 IST 2022","54551","","Incident Test Dark theme","","Incident Test Dark theme","Verify that User is able to remove selected filter from SELECTED FILTERS section using cross icon of selected filter in Playbook Output Filter window-Dark","Verify that User is able to remove selected filter from SELECTED FILTERS section using cross icon of selected filter in Playbook Output Filter window-Dark",""
"passed","Sat Nov 12 19:44:09 IST 2022","Sat Nov 12 19:44:36 IST 2022","26136","","SLA Test Dark theme","","SLA Test Dark theme","Verify that in SLA Configuration tab, a success toast notification is shown after the SLA Panel is updated using edit icon-Dark","Verify that in SLA Configuration tab, a success toast notification is shown after the SLA Panel is updated using edit icon-Dark",""
"passed","Sat Nov 12 19:43:29 IST 2022","Sat Nov 12 19:43:51 IST 2022","21578","","SLA Test Dark theme","","SLA Test Dark theme","Verify that clicking on Delete icon shows Delete SLA For Incident Type modal in SLA Configuration tab-Dark","Verify that clicking on Delete icon shows Delete SLA For Incident Type modal in SLA Configuration tab-Dark",""
"passed","Tue Nov 15 13:55:03 IST 2022","Tue Nov 15 13:56:31 IST 2022","87575","","Incident Test Dark theme","","Incident Test Dark theme","Verify that base alerts list gets filtered correctly for different combinations of alert name filter-Dark","Verify that base alerts list gets filtered correctly for different combinations of alert name filter-Dark",""
"passed","Tue Nov 15 13:09:55 IST 2022","Tue Nov 15 13:10:19 IST 2022","23760","","Incident Test Dark theme","","Incident Test Dark theme","Verify that 'View Details' is clickable in the 9th column of incident row in the Incident List view-Dark","Verify that 'View Details' is clickable in the 9th column of incident row in the Incident List view-Dark",""
"passed","Wed Nov 16 02:15:23 IST 2022","Wed Nov 16 02:16:00 IST 2022","37495","","Playbook Test Light theme","","Playbook Test Light theme","Verify User gets a toast notification on exporting specific playbook-Light","Verify User gets a toast notification on exporting specific playbook-Light",""
"passed","Tue Nov 15 13:39:24 IST 2022","Tue Nov 15 13:39:59 IST 2022","34901","","Incident Test Dark theme","","Incident Test Dark theme","Verify that the count of applied filters is shown in filter component in Base Alerts view after applying it from Base Alerts Add Filter modal-Dark","Verify that the count of applied filters is shown in filter component in Base Alerts view after applying it from Base Alerts Add Filter modal-Dark",""
"passed","Sat Nov 12 18:57:59 IST 2022","Sat Nov 12 18:59:21 IST 2022","82465","","Connector Test Light theme","","Connector Test Light theme","Verify that User is able to remove all the applied filters from Connector list view using cross (x) icon in Search filter component-Light","Verify that User is able to remove all the applied filters from Connector list view using cross (x) icon in Search filter component-Light",""
"passed","Mon Nov 14 18:35:21 IST 2022","Mon Nov 14 18:36:01 IST 2022","39595","","Incident Test Light theme","","Incident Test Light theme","Verify that User is able to see title section of the modal with Title of the modal, Incident ID, Incident Name and clickable Export Audit Report-Light","Verify that User is able to see title section of the modal with Title of the modal, Incident ID, Incident Name and clickable Export Audit Report-Light",""
"passed","Mon Nov 14 18:29:31 IST 2022","Mon Nov 14 18:30:13 IST 2022","42854","","Incident Test Light theme","","Incident Test Light theme","Verify that under ENDPOINTS AND USERS section of Incident Summary right panel, each entry in Endpoints subsection is clickable and redirects to Endpoint view of that endpoint -Light","Verify that under ENDPOINTS AND USERS section of Incident Summary right panel, each entry in Endpoints subsection is clickable and redirects to Endpoint view of that endpoint -Light",""
"passed","Wed Nov 16 11:46:19 IST 2022","Wed Nov 16 11:47:06 IST 2022","46303","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that given decision name by user is reflected on main canvas area on decision block after addition-Dark","Verify that given decision name by user is reflected on main canvas area on decision block after addition-Dark",""
"passed","Tue Nov 15 13:07:05 IST 2022","Tue Nov 15 13:07:28 IST 2022","22638","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Incidents count is shown in List view like 'Incidents (32)'-Dark","Verify that Incidents count is shown in List view like 'Incidents (32)'-Dark",""
"passed","Sat Nov 12 20:00:23 IST 2022","Sat Nov 12 20:00:36 IST 2022","13475","","SLA Test Light theme","","SLA Test Light theme","Verify that Edit and Delete icon is visible for added SLA panel for Incident Type in SLA Configuration tab-Light","Verify that Edit and Delete icon is visible for added SLA panel for Incident Type in SLA Configuration tab-Light",""
"passed","Sat Nov 12 19:45:18 IST 2022","Sat Nov 12 19:45:33 IST 2022","15276","","SLA Test Dark theme","","SLA Test Dark theme","Verify user is able to save/update add SLA table for incident type without doing any changes-Dark","Verify user is able to save/update add SLA table for incident type without doing any changes-Dark",""
"passed","Tue Nov 15 14:48:57 IST 2022","Tue Nov 15 14:49:56 IST 2022","58983","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in User List view, in Unassociated Alerts clicking on enabled Quarantine button opens Quarantine modal-Dark","Verify that in User List view, in Unassociated Alerts clicking on enabled Quarantine button opens Quarantine modal-Dark",""
"passed","Tue Nov 15 13:13:39 IST 2022","Tue Nov 15 13:14:38 IST 2022","59725","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Select Incident modal, user is able to search Incident by Incident ID in search box-Dark","Verify that in Select Incident modal, user is able to search Incident by Incident ID in search box-Dark",""
"passed","Wed Nov 16 01:41:58 IST 2022","Wed Nov 16 01:42:19 IST 2022","20578","","Playbook Test Light theme","","Playbook Test Light theme","Verify User is able to see all 7 columns in Published Playbooks Playbooks-Light","Verify User is able to see all 7 columns in Published Playbooks Playbooks-Light",""
"passed","Mon Nov 14 19:05:49 IST 2022","Mon Nov 14 19:06:32 IST 2022","42809","","Incident Test Light theme","","Incident Test Light theme","Verify that a success toast notification is shown after severity of base alert is updated from Base Alert summary right panel-Light","Verify that a success toast notification is shown after severity of base alert is updated from Base Alert summary right panel-Light",""
"passed","Sat Nov 12 19:34:53 IST 2022","Sat Nov 12 19:35:18 IST 2022","25071","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify that for SOC Manager user, total 18 widgets are there in SOC Manager Dashboard page-Dark","Verify that for SOC Manager user, total 18 widgets are there in SOC Manager Dashboard page-Dark",""
"passed","Wed Nov 16 11:43:57 IST 2022","Wed Nov 16 11:44:37 IST 2022","40152","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on call external function block in main canvas area when external function is not added opens Right panel with list of external functions-Dark","Verify that clicking on call external function block in main canvas area when external function is not added opens Right panel with list of external functions-Dark",""
"passed","Mon Nov 14 19:31:46 IST 2022","Mon Nov 14 19:32:27 IST 2022","40861","","Incident Test Light theme","","Incident Test Light theme","Verify the validation messages in Incident Name modal from Incident Summary right panel-Light","Verify the validation messages in Incident Name modal from Incident Summary right panel-Light",""
"passed","Sat Nov 12 20:00:08 IST 2022","Sat Nov 12 20:00:23 IST 2022","14726","","SLA Test Light theme","","SLA Test Light theme","Verify that in SLA Configuration tab, the Investigation value < Remediation value < Closed value for that particular Severity row in a SLA panel-Light","Verify that in SLA Configuration tab, the Investigation value < Remediation value < Closed value for that particular Severity row in a SLA panel-Light",""
"passed","Tue Nov 15 13:27:11 IST 2022","Tue Nov 15 13:28:02 IST 2022","51507","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Playbook Output Filter window, user is able to remove multiple filters from SELECTED FILTERS section-Dark","Verify that in Playbook Output Filter window, user is able to remove multiple filters from SELECTED FILTERS section-Dark",""
"passed","Wed Nov 16 02:54:40 IST 2022","Wed Nov 16 02:55:25 IST 2022","45142","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on '>' arrow in front of right panel closes the External Function right panel-Light","Verify that clicking on '>' arrow in front of right panel closes the External Function right panel-Light",""
"passed","Sat Nov 12 19:36:51 IST 2022","Sat Nov 12 19:37:02 IST 2022","11040","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify SOC Manager  is able to view Maximum top 10 Highest Loaded Analyst on 'Highest Loaded Analyst' widget on SOC Manager Dashboard Page.-Dark","Verify SOC Manager  is able to view Maximum top 10 Highest Loaded Analyst on 'Highest Loaded Analyst' widget on SOC Manager Dashboard Page.-Dark",""
"passed","Tue Nov 15 13:21:23 IST 2022","Tue Nov 15 13:22:05 IST 2022","42956","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to update Severity of Base Alert with Reason for change from Base Alert summary right panel-Dark","Verify that user is able to update Severity of Base Alert with Reason for change from Base Alert summary right panel-Dark",""
"passed","Sat Nov 12 18:21:24 IST 2022","Sat Nov 12 18:23:02 IST 2022","97828","","Connector Test Dark theme","","Connector Test Dark theme","Verify that clicking on Cross icon (Close) in Connector's Add Filter window closes the Add Filter window-Dark","Verify that clicking on Cross icon (Close) in Connector's Add Filter window closes the Add Filter window-Dark",""
"passed","Mon Nov 14 18:40:59 IST 2022","Mon Nov 14 18:41:48 IST 2022","49367","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to update DESCRIPTION from Incident summary right panel using Incident Description modal-Light","Verify that user is able to update DESCRIPTION from Incident summary right panel using Incident Description modal-Light",""
"passed","Sat Nov 12 18:18:18 IST 2022","Sat Nov 12 18:19:42 IST 2022","83725","","Connector Test Dark theme","","Connector Test Dark theme","Verify that User is able to remove all the applied filters from Connector list view using cross (x) icon in Search filter component-Dark","Verify that User is able to remove all the applied filters from Connector list view using cross (x) icon in Search filter component-Dark",""
"passed","Mon Nov 14 17:49:45 IST 2022","Mon Nov 14 17:50:45 IST 2022","59058","","Incident Test Light theme","","Incident Test Light theme","Verify that in Select Incident modal, user is able to search and select Incident name to associate selected base alerts to selected incident-Light","Verify that in Select Incident modal, user is able to search and select Incident name to associate selected base alerts to selected incident-Light",""
"passed","Mon Nov 14 17:48:15 IST 2022","Mon Nov 14 17:48:45 IST 2022","30446","","Incident Test Light theme","","Incident Test Light theme","Verify that clicking on enabled 'Create New Incident' button opens Create New Incident modal-Light","Verify that clicking on enabled 'Create New Incident' button opens Create New Incident modal-Light",""
"passed","Mon Nov 14 19:16:27 IST 2022","Mon Nov 14 19:17:23 IST 2022","56325","","Incident Test Light theme","","Incident Test Light theme","Verify that in User List view, in Unassociated Alerts clicking on enabled Quarantine button opens Quarantine modal-Light","Verify that in User List view, in Unassociated Alerts clicking on enabled Quarantine button opens Quarantine modal-Light",""
"passed","Wed Nov 16 03:48:18 IST 2022","Wed Nov 16 03:49:15 IST 2022","56712","","Playbook Test Light theme","","Playbook Test Light theme","Verify that user is able to update added internal function's block name successfully using Name field in Editable right panel-Light","Verify that user is able to update added internal function's block name successfully using Name field in Editable right panel-Light",""
"passed","Mon Nov 14 17:40:23 IST 2022","Mon Nov 14 17:40:50 IST 2022","26837","","Incident Test Light theme","","Incident Test Light theme","Verify that Edit icon is shown on right for Priority, Assigned To, Status in RESPONSE SUMMARY section of Incident Summary right panel-Light","Verify that Edit icon is shown on right for Priority, Assigned To, Status in RESPONSE SUMMARY section of Incident Summary right panel-Light",""
"passed","Wed Nov 16 12:02:10 IST 2022","Wed Nov 16 12:02:57 IST 2022","46380","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to drag and drop the Decision block on main canvas area of Playbook Editor-Dark","Verify that user is able to drag and drop the Decision block on main canvas area of Playbook Editor-Dark",""
"passed","Mon Nov 14 19:23:40 IST 2022","Mon Nov 14 19:25:35 IST 2022","114715","","Incident Test Light theme","","Incident Test Light theme","Verify that in 'Other Incidents Associated with User' modal, user is able to search Active Incidents by INCIDENT ID and INCIDENT NAME both-Light","Verify that in 'Other Incidents Associated with User' modal, user is able to search Active Incidents by INCIDENT ID and INCIDENT NAME both-Light",""
"passed","Mon Nov 14 19:01:48 IST 2022","Mon Nov 14 19:02:20 IST 2022","31670","","Incident Test Light theme","","Incident Test Light theme","Verify that the 'View Audit Report' and 'Add Note' icon is shown near 'Incident Summary' title in Incident Summary right panel-Light","Verify that the 'View Audit Report' and 'Add Note' icon is shown near 'Incident Summary' title in Incident Summary right panel-Light",""
"passed","Sat Nov 12 19:37:29 IST 2022","Sat Nov 12 19:37:52 IST 2022","23045","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'Average Incidents Rate' widget on SOC Manager Dashboard Page.-Dark","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'Average Incidents Rate' widget on SOC Manager Dashboard Page.-Dark",""
"passed","Wed Nov 16 02:01:36 IST 2022","Wed Nov 16 02:01:57 IST 2022","20606","","Playbook Test Light theme","","Playbook Test Light theme","Verify empty view of draft playbooks page is displayed when the only single draft playbook is deleted from the list-Light","Verify empty view of draft playbooks page is displayed when the only single draft playbook is deleted from the list-Light",""
"passed","Tue Nov 15 13:06:15 IST 2022","Tue Nov 15 13:06:41 IST 2022","26333","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Search filter component is visible in Base Alerts tab of Incidents page-Dark","Verify that Search filter component is visible in Base Alerts tab of Incidents page-Dark",""
"passed","Wed Nov 16 11:39:32 IST 2022","Wed Nov 16 11:40:06 IST 2022","33741","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on 'No' in Work not saved modal at Playbook Editor page, closes the Work not saved modal and remains on Playbook Editor page-Dark","Verify that clicking on 'No' in Work not saved modal at Playbook Editor page, closes the Work not saved modal and remains on Playbook Editor page-Dark",""
"passed","Tue Nov 15 12:56:15 IST 2022","Tue Nov 15 12:56:50 IST 2022","35267","","Incident Test Dark theme","","Incident Test Dark theme","Verify the Incidents count is shown in Incident Timeline view-Dark","Verify the Incidents count is shown in Incident Timeline view-Dark",""
"passed","Mon Nov 14 17:28:50 IST 2022","Mon Nov 14 17:29:26 IST 2022","36240","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to switch between 'Incidents' tab and 'Base Alerts' tab on Incidents page-Light","Verify that user is able to switch between 'Incidents' tab and 'Base Alerts' tab on Incidents page-Light",""
"passed","Wed Nov 16 10:51:09 IST 2022","Wed Nov 16 10:51:44 IST 2022","35202","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User is able to export a Playbook from 3 dot ellipsis options in Draft Playbooks tab-Dark","Verify User is able to export a Playbook from 3 dot ellipsis options in Draft Playbooks tab-Dark",""
